rider_name,year,uci_points
rohan dennis,2018,1201.5699996948242
vincenzo nibali,2018,1172.0
adam yates,2018,1167.5
john degenkolb,2018,1166.4
dan martin,2018,1121.0
george bennett,2018,1106.0
roman kreuziger,2018,1100.0
aleksey lutsenko,2018,1097.0
zdenek stybar,2018,1085.0
patrick konrad,2018,1082.8
mikel landa,2018,1036.0
richard carapaz,2018,1036.0
hugo hofstetter,2018,1030.0
dylan groenewegen,2018,1025.7
marc soler,2018,1009.1599998474121
andrea pasqualon,2018,1001.0
christophe laporte,2018,1000.0
timothy dupont,2018,999.0
eduard prades,2018,978.0
pierre latour,2018,976.0
sep vanmarcke,2018,966.0
gorka izagirre,2018,953.0
mads pedersen,2018,949.0
maximilian schachmann,2018,948.1
matteo trentin,2018,937.3
yves lampaert,2018,928.3
damiano caruso,2018,928.2
fabio jakobsen,2018,903.1400003433228
wout van aert,2018,902.0
caleb ewan,2018,897.5
wilco kelderman,2018,887.3
luis leon sanchez,2018,882.0
emanuel buchmann,2018,856.0
sam bennett,2018,853.0
edvald boasson hagen,2018,825.0
timo roosen,2018,825.0
danny van poppel,2018,821.6
rui costa,2018,817.0
davide formolo,2018,807.0
enrico gasparotto,2018,772.0
rafal majka,2018,770.0
sam oomen,2018,763.9
silvan dillier,2018,758.3
valentin madouas,2018,757.0
andre greipel,2018,744.0
marco canola,2018,724.0
jens debusschere,2018,692.0
toms skujins,2018,690.0
jelle vanendert,2018,686.4
nathan haas,2018,682.7
lilian calmejane,2018,680.0
jan tratnik,2018,677.7
kenny dehaes,2018,673.0
guillaume martin,2018,665.0
soren kragh andersen,2018,659.1
ruben guerreiro,2018,654.3
felix grossschartner,2018,652.829999923706
giovanni visconti,2018,649.0
pello bilbao,2018,649.0
mathieu van der poel,2018,647.0
tejay van garderen,2018,642.5699996948242
alvaro jose hodeg,2018,633.9
daniel felipe martinez,2018,629.0
sean de bie,2018,628.0
xandro meurisse,2018,624.0
anthony roux,2018,619.0
davide ballerini,2018,615.0
florian senechal,2018,615.0
magnus cort nielsen,2018,615.0
sergei chernetski,2018,609.0
tadej pogacar,2018,609.0
arthur vichot,2018,602.0
benjamin dyball,2018,593.0
marc hirschi,2018,590.0
manuel belletti,2018,588.0
fernando gaviria,2018,587.2
jean pierre drucker,2018,584.0
artem ovechkin,2018,581.0
jonathan hivert,2018,579.0
ivan ramiro sosa,2018,574.0
rudy molard,2018,572.0
sergio luis henao,2018,571.0
tony gallopin,2018,571.0
taco van der hoorn,2018,569.0
alexis vuillermoz,2018,568.0
jay mccarthy,2018,563.0
francesco gavazzi,2018,560.0
dries devenyns,2018,558.1
carlos barbero,2018,556.0
jesus herrada lopez,2018,547.0
ben hermans,2018,543.0
alexandre geniez,2018,542.329999923706
nils politt,2018,541.5
julien simon,2018,540.0
giacomo nizzolo,2018,536.4
serghei tvetcov,2018,535.0
aksel nommela,2018,520.0
wout poels,2018,519.2
jasper philipsen,2018,514.0
pieter serry,2018,513.0
david de la cruz,2018,500.0
ilnur zakarin,2018,500.0
juan sebastian molano,2018,499.0
amanuel ghebreigzabhier,2018,497.5
fumiyuki beppu,2018,492.4
jerome baugnies,2018,490.0
robert power,2018,486.0
nacer bouhanni,2018,483.0
sylvain chavanel,2018,481.0
alexander krieger,2018,480.0
robert gesink,2018,477.7
mathias frank,2018,473.0
rein taaramae,2018,473.0
mike teunissen,2018,471.0
bjorg lambrecht,2018,470.17000007629395
tom jelte slagter,2018,467.0
chris harper,2018,460.0
cees bol,2018,450.0
jimmy janssens,2018,449.0
justin jules,2018,447.0
fausto masnada,2018,440.0
gino mader,2018,438.0
alessandro de marchi,2018,436.6
hermann pernsteiner,2018,434.0
patrick schelling,2018,433.49599991738796
jonathan castroviejo,2018,433.0800014734268
jan willem van schip,2018,433.0
antwan tolhoek,2018,432.60000002384186
dmitry strakhov,2018,431.8
victor campenaerts,2018,430.4
jurgen roelandts,2018,430.32999992370605
dimitri claeys,2018,426.0
krists neilands,2018,426.0
josef cerny,2018,423.5
juan jose lobato,2018,420.0
quentin pacher,2018,416.0
nicolas edet,2018,414.0
stefan kung,2018,413.2
omar fraile,2018,409.0
joseph areruya,2018,408.75
huub duijn,2018,408.0
samuel dumoulin,2018,407.0
thomas boudat,2018,404.0
warren barguil,2018,404.0
max walscheid,2018,400.6
gregor muhlberger,2018,396.6
onur balkan,2018,396.0
mihkel raim,2018,395.7
gianluca brambilla,2018,395.4
guillaume boivin,2018,394.2
lorrenzo manzin,2018,393.0
lukasz owsian,2018,392.7
jonas rickaert,2018,391.0
rasmus quaade,2018,390.5
georg preidler,2018,388.0
sacha modolo,2018,388.0
dylan van baarle,2018,386.6
paolo toto,2018,383.0
adam blythe,2018,376.25
martin toft madsen,2018,375.5
alexander kamp,2018,375.0
jack haig,2018,373.0
andrei grivko,2018,372.0
mauro finetto,2018,368.0
hugh carthy,2018,367.5
riccardo zoidl,2018,364.0
javier moreno,2018,363.0
pim ligthart,2018,363.0
wouter wippert,2018,361.0
fabio aru,2018,360.0
coen vermeltfoort,2018,358.0
gavin mannion,2018,358.0
sebastien reichenbach,2018,358.0
jhonatan narvaez,2018,357.6
mikel nieve,2018,355.9
patrick bevin,2018,354.2
mikkel bjerg,2018,351.5
simon spilak,2018,351.0
brandon mcnulty,2018,349.3
ariel maximiliano richeze,2018,349.2
jens keukeleire,2018,346.4
remi cavagna,2018,344.1
max kanter,2018,344.0
maciej paterski,2018,343.0
roy jans,2018,343.0
michael albasini,2018,342.0299998521805
azzedine lagab,2018,342.0
bryan coquard,2018,342.0
joni brandao,2018,342.0
youcef reguigui,2018,341.0
dion smith,2018,338.0
marc sarreau,2018,338.0
peter kennaugh,2018,337.0
benoit cosnefroy,2018,336.0
thomas lebas,2018,336.0
david gaudu,2018,335.0
gediminas bagdonas,2018,333.32999992370605
dries de bondt,2018,331.0
jonas van genechten,2018,329.0
daniel navarro,2018,324.0
enrico battaglin,2018,323.0
carlos verona,2018,322.0
giulio ciccone,2018,322.0
oscar riesebeek,2018,318.0
frantisek sisr,2018,317.7099999785423
colin joyce,2018,315.0
kristian sbaragli,2018,315.0
bram welten,2018,314.0
robert stannard,2018,313.0
edward irl dunbar,2018,310.8
nico denz,2018,307.3
lukasz wisniowski,2018,306.0
andrey amador,2018,305.2
james whelan,2018,305.0
lasse norman hansen,2018,304.2
branislau samoilau,2018,302.0
nicolas roche,2018,300.0
jonas koch,2018,299.7
emils liepins,2018,299.0
metkel eyob,2018,298.5
benjamin king 1,2018,298.0
hernan aguirre,2018,298.0
tanel kangert,2018,298.0
alex aranburu,2018,296.7
oleksandr polivoda,2018,296.0
riccardo minali,2018,293.0
damien touze,2018,292.0
aime de gendt,2018,291.0
tao geoghegan hart,2018,289.6
kanstantsin siutsou,2018,289.0
preben van hecke,2018,289.0
mattia cattaneo,2018,288.0
carl fredrik hagen,2018,284.0
sepp kuss,2018,283.710000038147
marco tizza,2018,283.0
amaury capiot,2018,281.0
stepan astafyev,2018,278.2
pierre luc perichon,2018,278.0
amund grondahl jansen,2018,275.7
cameron meyer,2018,271.55999970436096
davide villella,2018,271.0
johan esteban chaves,2018,271.0
herman dahl,2018,270.0
jeroen meijers,2018,269.0
damien gaudin,2018,266.0
ivan santaromita,2018,266.0
szymon sajnok,2018,265.7
floris gerts,2018,265.0
quinten hermans,2018,265.0
edward planckaert,2018,264.0
leonardo basso,2018,263.5
andreas stokbro,2018,262.5
radoslav rogina,2018,260.0
yukiya arashiro,2018,258.7
emil vinjebo,2018,258.5
jelle wallays,2018,258.4
nikias arndt,2018,258.2
siarhei papok,2018,257.0
stephan rabitsch,2018,257.0
raul alarcon,2018,255.0
merhawi kudus,2018,253.0
nelson oliveira,2018,251.2
andre looij,2018,251.0
guillaume van keirsbulck,2018,251.0
yoann paillot,2018,251.0
kasper asgreen,2018,250.8
amaro manuel antunes,2018,249.7
jose goncalves,2018,249.0
peerapol chawchiangkwang,2018,249.0
marcel kittel,2018,248.0
nikodemus holler,2018,248.0
jan barta,2018,247.5
michael morkov,2018,247.0
mikel bizkarra,2018,246.0
brent bookwalter,2018,245.6
pieter weening,2018,245.0
eduard michael grosu,2018,244.6
baptiste planckaert,2018,244.0
benjamin declercq,2018,244.0
owain doull,2018,243.6
tony martin,2018,243.49299985170364
julien antomarchi,2018,243.0
burr ho,2018,241.7
michael gogl,2018,240.9
kevin deltombe,2018,240.0
kevyn ista,2018,239.0
pierre rolland,2018,239.0
gianni marchand,2018,238.0
edgar pinto,2018,237.0
jasper de buyst,2018,237.0
brenton jones,2018,236.0
hugo houle,2018,235.0
niklas larsen,2018,235.0
serge pauwels,2018,235.0
fabio felline,2018,234.4
simon clarke,2018,234.0
ramunas navardauskas,2018,233.0
aleksejs saramotins,2018,232.0
jan polanc,2018,231.2
frederik frison,2018,230.0
german nicolas tivani perez,2018,230.0
simone velasco,2018,229.4
alex kirsch,2018,228.0
grzegorz stepniak,2018,228.0
milan menten,2018,227.0
damien howson,2018,226.10999977588654
ruben plaza,2018,226.0
aleksandr vlasov,2018,225.0
olivier le gac,2018,225.0
edward theuns,2018,224.0
laurens de plus,2018,221.3
lucas eriksson,2018,221.0
odd christian eiking,2018,221.0
kevin le cunff,2018,220.0
mekseb debesay,2018,219.5
maurits lammertink,2018,219.0
jakub mareczko,2018,218.0
simone consonni,2018,217.7
mateusz taciak,2018,217.07999980449677
michael schar,2018,216.2
ben o connor,2018,216.0
connor swift,2018,216.0
markus hoelgaard,2018,216.0
yevgeniy gidich,2018,216.0
cesar fonte,2018,215.0
grega bole,2018,215.0
mark padun,2018,214.8
kirill pozdnyakov,2018,214.0
ivan rovny,2018,213.0
thomas sprengers,2018,213.0
alois kankovsky,2018,212.5
cristian raileanu,2018,211.0
jonathan klever caicedo,2018,210.0
christopher juul jensen,2018,209.6
robin carpenter,2018,208.0
andrea vendrame,2018,206.0
jos van emden,2018,205.6
jon aberasturi,2018,205.0
ruben fernandez,2018,204.0
matti breschel,2018,203.82999992370605
dusan rajovic,2018,203.0
kamil malecki,2018,202.7
jose joaquin rojas,2018,202.0
sondre holst enger,2018,201.91999995708466
kamil gradek,2018,201.4
delio fernandez,2018,201.0
matteo busato,2018,201.0
moreno moser,2018,200.0
viacheslav kuznetsov,2018,200.0
anthony turgis,2018,198.0
sam crome,2018,197.0
wesley kreder,2018,197.0
adrien petit,2018,196.0
pavel sivakov,2018,195.4
ilya davidenok,2018,195.0
jelle mannaerts,2018,195.0
matteo moschetti,2018,195.0
sergio pardilla,2018,194.8299999833107
phil bauhaus,2018,194.2
edoardo affini,2018,194.0
ramon sinkeldam,2018,194.0
jesper hansen 1,2018,193.0
mathias norsgaard,2018,193.0
mykhaylo kononenko,2018,192.0
alejandro marque,2018,191.0
carlos betancur,2018,189.0
ivan garcia cortina,2018,189.0
hideto nakane,2018,188.0
luca wackermann,2018,187.0
rui oliveira,2018,187.0
piotr havik,2018,186.5
fabian lienhard,2018,186.0
romain combaud,2018,186.0
christopher lawless,2018,185.70000000000002
vasil kiryienka,2018,185.2600017786026
frederik backaert,2018,185.0
niccolo bonifazio,2018,185.0
jasha sutterlin,2018,183.2
bert van lerberghe,2018,183.0
quentin jauregui,2018,183.0
zakkari dempster,2018,183.0
joey rosskopf,2018,182.6
maciej bodnar,2018,182.6
